secteur,taille,localisation,anciennete_annees,nb_employes,chiffre_affaires,nb_transactions_mois,montant_moyen_transaction,pct_cash,pct_mobile_money,pct_banque,diversification_paiement,pct_transactions_usd,charges_exploitation,resultat_net,marge_nette,solde_caisse_moyen,entrees_tresorerie_mois,sorties_tresorerie_mois,flux_tresorerie_net,remboursements_dettes_mois,variabilite_ca,ratio_liquidite,ratio_endettement,couverture_dette,nb_retards_paiement_12m,jours_retard_moyen,nb_factures_impayees,taux_recouvrement_creances,delai_paiement_fournisseurs,delai_recouvrement_jours,creances_sur_ca,regularite_paiement_mobile,regularite_paiement_fournisseurs,pct_activite_informelle,ecart_taux_change,appartenance_association,score_reseau_communautaire,pct_clients_recurrents,score_reputation_terrain,part_credit_informel,exposition_zones_instables,diversification_activites,stock_securite_jours,score_debrouillardise,usage_whatsapp_business,social_media_abonnes,social_media_sentiment,social_media_freq_publication,conso_energie_kwh,tendance_energie,conso_eau_m3,trafic_web_mensuel,nb_avis_en_ligne,note_avis_moyenne,regularite_paiement_energie,regularite_paiement_eau,regularite_paiement_loyer,default
Services,Micro,Lubumbashi,2.0,7,31296235.0,88,29637.0,0.8811,0.1132,0.0057,0.2108,0.6255,18390040.0,12906195.0,0.4124,2638726.0,2702147.0,2078321.0,623826.0,464252.0,0.3452,0.74,1.38,1.58,2,14.0,4,0.7574,47.0,19.0,0.7454,0.7106,0.4209,0.7976,0.0196,1,0.3996,0.5208,0.5436,0.4637,0.2277,0.5223,27.0,0.7724,0,82.0,0.5938,5,3197.0,-0.0128,32.0,955.0,10,3.2,0.9582,0.5311,0.5362,0
Agriculture,Micro,Kinshasa,1.5,8,32195735.0,89,30146.0,0.8686,0.0569,0.0745,0.2367,0.3641,18454795.0,13740940.0,0.4268,2756904.0,2783402.0,2141169.0,642233.0,281486.0,0.476,0.72,0.28,0.71,1,25.0,3,0.6726,31.0,39.0,1.7599,0.6115,0.1959,0.6287,0.0236,1,0.474,0.6489,0.3732,0.4048,0.1529,0.4534,11.0,0.6286,0,8.0,0.201,6,499.0,-0.0758,15.0,154.0,7,5.0,0.863,0.3671,0.5733,0
Construction,Micro,Kinshasa,15.7,9,732196.0,84,726.0,0.7573,0.2292,0.0134,0.3738,0.4314,407220.0,324976.0,0.4438,22057.0,51392.0,41713.0,9679.0,19098.0,0.2833,2.13,1.34,0.05,2,2.0,3,0.7868,26.0,75.0,0.6177,0.6448,0.5121,0.5122,0.0865,0,0.8215,0.6544,0.3857,0.5252,0.1578,0.2368,38.0,0.6182,1,30.0,0.3171,11,255.0,0.0447,17.0,8928.0,10,3.2,0.7593,0.5906,0.7235,1
Commerce,Petite,Goma,7.5,7,14831105.0,84,14713.0,0.8618,0.0932,0.0449,0.2466,0.5857,10162773.0,4668332.0,0.3148,796688.0,1302112.0,1149162.0,152950.0,348996.0,0.0273,1.4,2.45,2.3,1,12.0,6,0.3123,54.0,59.0,0.6372,0.6971,0.5108,0.8031,0.0375,1,0.5311,0.6763,0.8536,0.2493,0.2794,0.2344,23.0,0.619,1,173.0,-0.1636,10,85.0,0.0986,8.0,86.0,11,1.9,0.4419,0.3807,0.7399,0
Commerce,Micro,Goma,7.7,12,1696791.0,76,1861.0,0.7378,0.1979,0.0643,0.4124,0.4945,1465960.0,230831.0,0.136,46247.0,123039.0,105174.0,17865.0,31188.0,0.1129,0.8,0.78,1.96,1,0.0,3,0.8695,40.0,60.0,0.3932,0.859,0.1461,0.6476,0.0123,1,0.4714,0.7751,0.3623,0.6064,0.5854,0.1732,14.0,0.3128,1,1235.0,0.0285,10,571.0,-0.1098,14.0,786.0,11,2.9,0.9788,0.2923,0.7248,0
Commerce,Micro,Kolwezi,4.9,7,26989741.0,76,29594.0,0.7726,0.2206,0.0068,0.3544,0.5105,17257798.0,9731943.0,0.3606,3091346.0,2064672.0,1580738.0,483934.0,306493.0,0.263,0.83,3.94,1.23,1,2.0,4,0.812,24.0,78.0,0.9613,0.6285,0.9308,0.9704,0.0372,0,0.4279,0.8093,0.7172,0.2887,0.0946,0.7162,0.0,0.8521,1,104.0,0.1351,16,314.0,-0.0924,40.0,14.0,9,2.5,0.5395,0.6365,0.5484,0
Agriculture,Petite,Lubumbashi,9.1,1,1188580.0,69,1435.0,0.8638,0.1335,0.0027,0.236,0.2519,796391.0,392189.0,0.33,134801.0,98397.0,91462.0,6935.0,21442.0,0.3042,1.9,0.43,2.96,1,49.0,7,0.7621,34.0,58.0,0.6285,0.839,0.5905,0.7166,0.0144,0,0.7276,0.6427,0.9467,0.2713,0.5206,0.4977,5.0,0.8472,0,4.0,0.0912,9,304.0,-0.0994,9.0,2076.0,8,2.5,0.8748,0.5212,0.4853,0
Manufacture,Micro,Lubumbashi,7.1,1,11798391.0,71,13848.0,0.8246,0.1669,0.0085,0.2921,0.2193,10227350.0,1571041.0,0.1332,680299.0,1049007.0,1052106.0,-3099.0,371663.0,0.2762,1.11,0.83,-0.0,1,0.0,5,0.8436,61.0,22.0,0.617,0.7444,0.3975,0.8979,0.151,0,0.812,0.8488,0.4015,0.1668,0.2626,0.4634,1.0,0.4343,0,795.0,0.4945,7,155.0,-0.0496,18.0,3.0,13,2.3,0.7631,0.4271,0.5654,0
Manufacture,Micro,Kinshasa,4.6,34,28270339.0,74,31836.0,0.8688,0.1283,0.0029,0.2287,0.7535,17117703.0,11152636.0,0.3945,2699936.0,2598227.0,1992278.0,605949.0,402295.0,0.4079,0.97,0.39,1.81,0,11.0,4,0.3467,50.0,31.0,0.5162,0.7962,0.8468,0.801,0.0549,1,0.3801,0.7934,0.5864,0.3141,0.4476,0.3926,12.0,0.6655,1,48.0,0.1376,8,570.0,-0.0373,87.0,56.0,8,3.1,0.7303,0.3461,0.6193,0
Transport,Moyenne,Kinshasa,16.2,7,3831207.0,97,3291.0,0.8631,0.1271,0.0098,0.2388,0.4226,2442897.0,1388310.0,0.3624,290540.0,347245.0,314928.0,32317.0,81394.0,0.4561,0.44,1.17,0.61,1,4.0,2,0.8605,57.0,60.0,1.5727,0.7274,0.5594,0.5724,0.0723,0,0.4268,0.716,0.8777,0.5966,0.0115,0.7588,9.0,0.2484,1,30.0,-0.4621,5,1921.0,0.0468,32.0,1451.0,14,4.2,0.4957,0.5116,0.5402,0
Manufacture,Micro,Mbuji-Mayi,1.1,15,46457996.0,91,42544.0,0.809,0.1693,0.0217,0.3164,0.6901,37789126.0,8668870.0,0.1866,1860090.0,3902879.0,4076435.0,-173556.0,1120829.0,0.1085,0.7,0.47,1.88,1,2.0,4,0.8327,49.0,46.0,1.6094,0.6391,0.5002,0.8049,0.0669,1,0.524,0.6495,0.7054,0.2552,0.0938,0.3814,1.0,0.7791,0,5.0,-0.053,8,793.0,-0.1751,57.0,256.0,13,3.1,0.4608,0.6671,0.5983,0
Manufacture,Micro,Kinshasa,14.4,5,26908334.0,91,24641.0,0.7556,0.2333,0.0111,0.3745,0.4611,22177436.0,4730898.0,0.1758,2886883.0,1946539.0,1489265.0,457274.0,373223.0,0.4304,1.62,0.67,1.9,4,15.0,2,0.5414,77.0,60.0,0.7299,0.611,0.8445,0.6692,0.0628,0,0.7754,0.6842,0.6628,0.1655,0.5321,0.0849,15.0,0.4536,0,36.0,0.0519,7,241.0,0.1417,49.0,89.0,14,3.3,0.8108,0.6256,0.7955,0
Commerce,Micro,Goma,2.6,7,23138065.0,101,19091.0,0.7037,0.2904,0.0058,0.4204,0.4196,15796717.0,7341348.0,0.3173,2790719.0,2064560.0,1730767.0,333793.0,157572.0,0.52,1.15,4.55,2.14,2,27.0,2,0.8007,43.0,23.0,0.8127,0.895,0.8775,0.7581,0.0283,1,0.6947,0.6719,0.8615,0.3637,0.3812,0.2235,5.0,0.7847,0,42.0,0.0926,10,133.0,-0.1054,30.0,282.0,16,3.3,0.6091,0.4294,0.201,0
Commerce,Micro,Bukavu,3.8,5,33855157.0,96,29388.0,0.8791,0.0949,0.026,0.2175,0.4169,18751841.0,15103316.0,0.4461,2149993.0,3359112.0,2964767.0,394345.0,353103.0,0.3314,1.54,0.27,0.18,3,10.0,1,0.5525,54.0,67.0,1.1852,0.9152,0.3889,0.6664,0.0374,1,0.3775,0.747,0.6915,0.3222,0.0101,0.4201,1.0,0.9505,0,466.0,0.0773,9,343.0,-0.2043,37.0,2211.0,10,5.0,0.7132,0.6341,0.646,0
Manufacture,Petite,Lubumbashi,0.7,53,9520519.0,78,10171.0,0.7162,0.2314,0.0524,0.4308,0.3556,6580249.0,2940270.0,0.3088,823785.0,893775.0,716828.0,176947.0,417541.0,0.1988,1.15,0.59,2.21,4,0.0,2,0.7211,34.0,15.0,0.7339,0.8409,0.2205,0.678,0.0663,1,0.7851,0.4061,0.543,0.5568,0.1858,0.2713,19.0,0.8657,0,2.0,0.044,9,108.0,-0.0963,18.0,307.0,11,3.3,0.9233,0.5282,0.5458,0
Agriculture,Petite,Kisangani,3.9,9,17580531.0,86,17035.0,0.6986,0.2105,0.091,0.4594,0.6404,14323310.0,3257221.0,0.1853,766981.0,1424590.0,1304019.0,120571.0,217602.0,0.12,1.1,0.33,1.25,4,17.0,4,0.4664,34.0,56.0,0.3065,0.8069,0.4062,0.5544,0.1871,1,0.7621,0.4552,0.3288,0.4986,0.5302,0.36,0.0,0.9216,1,214.0,0.4821,6,630.0,-0.078,15.0,439.0,6,5.0,0.6041,0.6435,0.5997,0
Construction,Petite,Lubumbashi,4.7,4,14828505.0,75,16476.0,0.8744,0.1183,0.0073,0.2214,0.297,12077454.0,2751051.0,0.1855,412585.0,1215569.0,1222378.0,-6809.0,62894.0,0.6671,1.08,2.42,1.28,1,14.0,3,0.6111,49.0,56.0,0.4663,0.5669,0.5205,0.6732,0.3,1,0.7679,0.668,0.4666,0.4822,0.2352,0.2716,3.0,0.4498,0,12.0,0.8478,6,111.0,0.006,12.0,45.0,17,3.5,0.6877,0.9029,0.4133,1
Commerce,Micro,Kinshasa,30.0,1,14431751.0,93,12932.0,0.76,0.2295,0.0105,0.3696,0.3361,10179103.0,4252648.0,0.2947,782633.0,1421221.0,1221998.0,199223.0,374299.0,0.5737,1.28,2.19,2.31,3,51.0,1,0.9491,60.0,58.0,0.7193,0.5206,0.7244,0.7633,0.0205,0,0.8972,0.6939,0.5044,0.3898,0.3637,0.3858,31.0,0.5978,0,66.0,-0.0306,7,809.0,0.0933,30.0,5397.0,5,2.9,0.5718,0.8584,0.4434,0
Commerce,Micro,Matadi,18.5,35,6540752.0,85,6413.0,0.6534,0.3413,0.0053,0.4566,0.2704,4441475.0,2099277.0,0.321,827591.0,450824.0,339306.0,111518.0,29705.0,0.069,1.97,0.49,2.69,1,17.0,2,0.7662,53.0,15.0,0.8199,0.6088,0.3936,0.6332,0.0717,0,0.4498,0.735,0.6485,0.1224,0.1518,0.2717,29.0,0.7097,0,2.0,-0.1757,7,2057.0,0.1177,33.0,88.0,9,3.3,0.3955,0.3878,0.5614,0
Agriculture,Petite,Kisangani,17.0,6,3298444.0,57,4822.0,0.8474,0.1457,0.0068,0.2606,0.3075,2670964.0,627480.0,0.1902,396218.0,285087.0,266302.0,18785.0,23039.0,0.195,0.92,1.88,1.42,2,9.0,4,0.6126,67.0,72.0,1.307,0.5768,0.607,0.7175,0.0117,0,0.3241,0.8721,0.4481,0.343,0.4136,0.3747,51.0,0.8225,0,73.0,-0.0082,7,352.0,0.0354,19.0,802.0,8,2.0,0.7597,0.1893,0.5772,0
Commerce,Moyenne,Kinshasa,2.1,13,9779217.0,82,9938.0,0.9018,0.089,0.0092,0.1788,0.075,8812171.0,967046.0,0.0989,495253.0,697913.0,708159.0,-10246.0,135373.0,0.2187,0.77,2.32,0.91,1,10.0,2,0.7313,40.0,56.0,0.5189,0.6747,0.5875,0.5924,0.0746,1,0.5549,0.7561,0.3816,0.1849,0.1679,0.5511,2.0,0.7357,0,1339.0,0.3959,7,2815.0,-0.0184,5.0,12.0,11,3.8,0.7007,0.7555,0.7146,0
Commerce,Micro,Kinshasa,23.7,14,9153643.0,98,7784.0,0.7668,0.2175,0.0157,0.3645,0.7814,7719571.0,1434072.0,0.1567,257667.0,633244.0,625666.0,7578.0,107949.0,0.1074,1.75,1.63,0.58,3,21.0,5,0.6248,20.0,70.0,0.4198,0.7374,0.2651,0.5751,0.0966,1,0.6825,0.2913,0.6906,0.1392,0.3913,0.5115,34.0,0.5001,0,15.0,0.388,16,377.0,0.145,14.0,247.0,15,2.5,0.7712,0.9283,0.7671,0
Services,Micro,Kinshasa,3.0,5,6052142.0,74,6815.0,0.8285,0.1625,0.009,0.2871,0.6452,3842081.0,2210061.0,0.3652,772794.0,460846.0,435597.0,25249.0,49349.0,0.1724,1.24,0.33,0.8,3,14.0,4,0.8668,50.0,96.0,0.754,0.9391,0.7494,0.6818,0.2024,1,0.369,0.9147,0.7573,0.6793,0.505,0.6682,22.0,0.7333,1,56.0,0.2058,10,618.0,-0.01,18.0,43.0,14,3.8,0.7181,0.5863,0.7451,0
Commerce,Micro,Kinshasa,9.5,12,40729554.0,91,37298.0,0.8827,0.1042,0.0131,0.2098,0.2717,36908225.0,3821329.0,0.0938,4102860.0,3026820.0,2974307.0,52513.0,510300.0,0.4131,0.45,0.61,1.53,2,6.0,4,0.8525,33.0,131.0,2.0533,0.555,0.7544,0.6648,0.035,1,0.6519,0.7043,0.7202,0.2626,0.182,0.4552,9.0,0.3824,1,245.0,-0.5128,10,376.0,-0.0051,10.0,1382.0,17,2.6,0.5659,0.6943,0.5422,0
Manufacture,Micro,Kolwezi,1.2,4,3588885.0,84,3560.0,0.845,0.1298,0.0251,0.2685,0.2784,2783512.0,805373.0,0.2244,113399.0,244706.0,207204.0,37502.0,63568.0,0.4502,1.92,1.23,0.93,3,4.0,4,0.5963,32.0,53.0,0.4149,0.8217,0.5894,0.8253,0.0806,0,0.8797,0.5918,0.4245,0.5451,0.4325,0.2362,13.0,0.7224,1,543.0,0.7761,10,75.0,-0.1684,126.0,31640.0,18,3.1,0.9188,0.8753,0.515,0
Commerce,Micro,Goma,3.5,3,11925494.0,67,14833.0,0.6506,0.273,0.0765,0.4963,0.585,7055133.0,4870361.0,0.4084,1340723.0,1134115.0,1015867.0,118248.0,5469.0,0.4461,2.58,0.69,2.31,3,19.0,5,0.5971,57.0,92.0,0.5688,0.5366,0.5886,0.9475,0.1072,0,0.2883,0.7055,0.6304,0.7203,0.2806,0.6305,20.0,0.4102,0,19.0,-0.0416,7,173.0,-0.0981,7.0,726.0,10,3.6,0.4624,0.5901,0.7698,0
Commerce,Micro,Lubumbashi,16.9,18,59388292.0,77,64273.0,0.9033,0.0937,0.003,0.1753,0.6552,40065186.0,19323106.0,0.3254,5200859.0,5612610.0,4857216.0,755394.0,1397907.0,0.267,2.47,0.43,1.9,1,9.0,6,0.95,41.0,52.0,0.6026,0.6798,0.6003,0.4343,0.022,0,0.4919,0.6359,0.7286,0.2505,0.4532,0.6698,17.0,0.6737,1,7203.0,0.3421,7,229.0,-0.0558,6.0,8965.0,12,3.6,0.7022,0.7117,0.3356,0
Agriculture,Petite,Matadi,14.7,6,43616899.0,85,42762.0,0.6626,0.2784,0.0589,0.48,0.3041,35674683.0,7942216.0,0.1821,1653661.0,3897532.0,2969886.0,927646.0,63685.0,0.3056,1.09,2.61,1.73,5,6.0,2,0.7691,49.0,122.0,1.3238,0.5904,0.7148,0.5415,0.0386,1,0.7382,0.7492,0.5449,0.4019,0.4729,0.4179,19.0,0.5404,1,39.0,-0.4903,3,458.0,-0.0955,22.0,1236.0,9,3.8,0.7562,0.5766,0.6973,0
Construction,Petite,Lubumbashi,5.8,11,63057191.0,80,65685.0,0.6925,0.3015,0.0061,0.4295,0.5262,54974949.0,8082242.0,0.1282,1436830.0,5818858.0,4792530.0,1026328.0,1617745.0,0.2947,0.61,1.39,1.43,0,26.0,3,0.8495,79.0,48.0,0.4282,0.5302,0.3389,0.3549,0.0013,0,0.8869,0.4301,0.5763,0.1204,0.2043,0.2968,2.0,0.5474,0,195.0,0.1751,8,306.0,-0.0344,17.0,62.0,11,2.5,0.7155,0.3495,0.2826,0
Agriculture,Micro,Lubumbashi,8.0,10,7210604.0,85,7069.0,0.7552,0.2282,0.0166,0.3773,0.5354,5378477.0,1832127.0,0.2541,931756.0,496704.0,446564.0,50140.0,95913.0,0.3453,0.57,2.92,1.12,0,6.0,1,0.9039,42.0,52.0,0.7456,0.7666,0.5705,0.7687,0.0254,1,0.4405,0.9255,0.7173,0.3477,0.1394,0.537,15.0,0.4601,0,1422.0,0.0824,12,287.0,-0.1223,216.0,256.0,7,3.5,0.6157,0.6356,0.3885,0
Services,Micro,Matadi,1.0,12,37548566.0,82,38159.0,0.7263,0.2573,0.0164,0.406,0.672,22565240.0,14983326.0,0.399,2140765.0,2844630.0,2684348.0,160282.0,292478.0,0.3707,1.43,3.88,0.91,1,24.0,1,0.6676,59.0,105.0,1.3756,0.5432,0.4253,0.8785,0.0059,1,0.8188,0.4125,0.7004,0.6101,0.3639,0.6954,9.0,0.7424,0,6744.0,0.6845,12,151.0,0.1359,51.0,634.0,7,4.1,0.5927,0.6566,0.6605,0
Commerce,Petite,Kisangani,6.4,2,4091554.0,82,4158.0,0.838,0.1412,0.0208,0.2774,0.5754,2437397.0,1654157.0,0.4043,373047.0,353464.0,267142.0,86322.0,182678.0,0.2955,1.0,0.78,0.53,1,16.0,4,0.6209,48.0,42.0,0.7915,0.7923,0.5632,0.7419,0.1019,1,0.4532,0.6507,0.61,0.2959,0.1807,0.72,29.0,0.6954,0,24.0,-0.4426,6,340.0,-0.0502,30.0,1386.0,10,2.8,0.8731,0.4589,0.4243,0
Services,Micro,Kisangani,4.8,4,10521710.0,88,9964.0,0.7412,0.2543,0.0045,0.3859,0.2162,7055884.0,3465826.0,0.3294,414418.0,1014332.0,1042780.0,-28448.0,3033.0,0.1669,0.78,0.28,0.39,2,14.0,3,0.5977,64.0,108.0,0.6391,0.4216,0.8638,0.9768,0.0673,0,0.4691,0.6161,0.7365,0.635,0.2172,0.3941,5.0,0.85,1,1498.0,0.3143,6,73.0,-0.0316,9.0,4420.0,13,4.3,0.8251,0.4196,0.6687,0
Commerce,Petite,Goma,0.5,5,11779756.0,79,12426.0,0.806,0.1478,0.0462,0.3264,0.6077,6642331.0,5137425.0,0.4361,1274593.0,1062883.0,987637.0,75246.0,179602.0,0.0914,0.9,1.78,1.26,2,0.0,1,0.6832,46.0,15.0,0.6261,0.26,0.562,0.5141,0.0062,0,0.5649,0.5615,0.8695,0.4684,0.1532,0.5295,11.0,0.6556,1,90.0,-0.1619,5,247.0,0.0539,17.0,2819.0,15,1.9,0.6649,0.6222,0.4235,0
Services,Micro,Mbuji-Mayi,0.6,3,7341045.0,92,6649.0,0.7893,0.1292,0.0815,0.3537,0.3942,5174453.0,2166592.0,0.2951,198573.0,493762.0,493924.0,-162.0,145390.0,0.3016,0.84,0.56,1.07,1,46.0,1,0.8911,51.0,16.0,1.6642,0.7031,0.4546,0.726,0.2395,1,0.5527,0.9373,0.7154,0.5736,0.1298,0.5554,10.0,0.8323,1,47.0,-0.4872,8,630.0,0.1169,94.0,688.0,11,3.7,0.7865,0.5556,0.6446,0
Manufacture,Petite,Kinshasa,0.6,10,9490703.0,90,8788.0,0.685,0.3006,0.0144,0.4402,0.2398,7948828.0,1541875.0,0.1625,1221685.0,708355.0,570478.0,137877.0,95864.0,0.1852,0.73,1.38,1.6,2,8.0,3,0.9419,26.0,34.0,0.9014,0.6191,0.5054,0.8264,0.0172,0,0.5961,0.57,0.6657,0.5349,0.2504,0.1084,17.0,0.4783,0,5.0,-0.0633,11,99.0,-0.0635,67.0,124.0,13,4.4,0.8816,0.5447,0.3179,1
Transport,Micro,Goma,6.4,19,8104653.0,77,8771.0,0.8673,0.1096,0.0231,0.2352,0.531,5840031.0,2264622.0,0.2794,759361.0,649585.0,609476.0,40109.0,246997.0,0.2707,0.99,1.9,1.05,2,27.0,1,0.6231,52.0,47.0,0.7747,0.6481,0.2957,0.6995,0.0,0,0.308,0.1869,0.8713,0.4135,0.0759,0.1414,7.0,0.5294,0,13.0,0.052,8,580.0,0.0157,39.0,191.0,4,2.2,0.6704,0.392,0.6957,0
Agriculture,Micro,Kolwezi,0.8,21,4506933.0,73,5145.0,0.9049,0.0565,0.0387,0.1765,0.798,3863460.0,643473.0,0.1428,148554.0,393881.0,304988.0,88893.0,27870.0,0.2101,0.89,1.14,1.41,2,10.0,6,0.6072,16.0,74.0,0.4975,0.4542,0.2157,0.9722,0.0067,0,0.3804,0.7166,0.8672,0.3715,0.2511,0.6912,23.0,0.9284,0,21.0,0.1174,8,448.0,-0.0756,9.0,10597.0,15,2.3,0.799,0.9863,0.665,0
Commerce,Micro,Kinshasa,3.2,5,40943196.0,93,36687.0,0.7467,0.2158,0.0374,0.3945,0.4998,32476096.0,8467100.0,0.2068,3777537.0,3636770.0,3221487.0,415283.0,1443430.0,0.3279,1.41,2.37,1.32,2,6.0,2,0.6568,66.0,67.0,0.7059,0.8423,0.5964,0.7978,0.1506,1,0.4072,0.841,0.9129,0.204,0.4602,0.6908,3.0,0.9162,0,71.0,-0.0325,8,909.0,0.0872,11.0,151.0,8,3.8,0.6499,0.7697,0.309,0
Commerce,Micro,Mbuji-Mayi,2.2,9,11769947.0,90,10898.0,0.7771,0.2052,0.0177,0.3537,0.5421,7315326.0,4454621.0,0.3785,876434.0,1024364.0,982554.0,41810.0,68497.0,0.1841,3.06,1.97,0.96,3,18.0,2,0.6366,42.0,90.0,0.5636,0.2154,0.8463,0.6573,0.0106,0,0.2928,0.6392,0.7907,0.4235,0.2932,0.6363,9.0,0.7806,1,42.0,0.3707,6,1458.0,0.0577,25.0,1262.0,7,4.5,0.7536,0.3615,0.5113,1
Construction,Micro,Lubumbashi,4.0,10,18656849.0,72,21594.0,0.7428,0.1442,0.1131,0.4147,0.7352,11741332.0,6915517.0,0.3707,1036835.0,1287829.0,1221337.0,66492.0,274419.0,0.2096,0.44,0.8,3.04,4,8.0,2,0.9041,25.0,30.0,0.3344,0.5404,0.4972,0.4349,0.0713,1,0.5408,0.7443,0.5733,0.5911,0.3028,0.3999,4.0,0.5023,1,19.0,0.3348,7,155.0,0.0831,25.0,651.0,9,3.3,0.7253,0.6418,0.6082,0
Manufacture,Petite,Kinshasa,6.1,12,17832483.0,77,19299.0,0.8347,0.1605,0.0048,0.2775,0.4367,12114972.0,5717511.0,0.3206,1917979.0,1639307.0,1344353.0,294954.0,184072.0,0.4514,0.47,0.57,2.08,2,49.0,4,0.5352,73.0,51.0,0.228,0.4678,0.4798,0.498,0.018,1,0.5501,0.5467,0.4071,0.6678,0.2625,0.0969,31.0,0.3376,0,74.0,-0.0677,6,273.0,0.071,21.0,1002.0,12,2.8,0.6037,0.5657,0.5288,0
Services,Micro,Mbuji-Mayi,5.8,3,15645153.0,73,17860.0,0.8461,0.153,0.0009,0.2607,0.12,11719429.0,3925724.0,0.2509,1960457.0,1392465.0,1090738.0,301727.0,246515.0,0.6574,1.03,1.11,1.05,3,1.0,1,0.9897,57.0,15.0,1.1289,0.5898,0.8798,0.7482,0.0038,0,0.7071,0.7633,0.6559,0.6283,0.0978,0.3371,51.0,0.7892,1,11.0,0.2567,10,4004.0,-0.1091,33.0,20277.0,13,2.6,0.5417,0.4957,0.6501,0
Commerce,Micro,Kinshasa,3.6,31,16376623.0,74,18442.0,0.7822,0.1805,0.0373,0.3542,0.2253,13117039.0,3259584.0,0.199,576833.0,1208256.0,1035043.0,173213.0,173796.0,0.2562,0.87,1.68,0.8,5,2.0,3,0.9098,28.0,70.0,0.3996,0.9298,0.1818,0.5464,0.024,0,0.7561,0.9625,0.7087,0.3529,0.105,0.3116,31.0,0.6334,0,37.0,0.1975,12,222.0,0.0806,37.0,19.0,9,3.5,0.3466,0.7935,0.7439,0
Agriculture,Petite,Bukavu,3.1,15,10155229.0,59,14344.0,0.7582,0.1888,0.053,0.3867,0.2161,6235717.0,3919512.0,0.386,564841.0,845022.0,788511.0,56511.0,495704.0,0.0828,0.85,1.29,0.96,4,4.0,1,0.8641,46.0,59.0,0.7019,0.8219,0.7696,0.4179,0.0836,1,0.5497,0.7213,0.8963,0.5854,0.3333,0.5266,62.0,0.9115,0,26.0,-0.003,8,274.0,-0.0449,18.0,5798.0,11,2.6,0.7492,0.5591,0.7805,0
Commerce,Petite,Kinshasa,2.5,15,80363949.0,78,85859.0,0.7912,0.1872,0.0216,0.3385,0.1705,48757731.0,31606218.0,0.3933,3274972.0,6043782.0,4695317.0,1348465.0,2620572.0,0.2927,2.04,1.27,2.2,3,4.0,7,0.9052,11.0,75.0,0.5298,0.296,0.8118,0.5749,0.0884,1,0.4467,0.7179,0.5516,0.3369,0.0756,0.4377,7.0,0.6682,0,667.0,0.1374,12,246.0,-0.098,32.0,45.0,8,3.9,0.8663,0.4655,0.7791,0
TIC,Moyenne,Matadi,9.9,19,36502588.0,74,41107.0,0.8284,0.1348,0.0368,0.2942,0.4605,20243624.0,16258964.0,0.4454,2885152.0,3268885.0,3272612.0,-3727.0,954918.0,0.7178,0.65,2.83,1.94,0,24.0,3,0.506,47.0,94.0,1.2649,0.589,0.6819,0.6391,0.005,0,0.735,0.5566,0.8339,0.2751,0.1966,0.5035,12.0,0.5106,0,132.0,-0.2074,9,124.0,-0.3188,58.0,16.0,15,2.8,0.7012,0.4269,0.7953,0
Services,Petite,Kinshasa,2.0,11,14977482.0,75,16642.0,0.7391,0.2275,0.0334,0.4009,0.4518,8863009.0,6114473.0,0.4082,307353.0,1106297.0,996958.0,109339.0,176012.0,0.1685,1.69,0.66,1.0,2,8.0,2,0.6958,32.0,43.0,0.355,0.9437,0.9266,0.726,0.0878,1,0.8975,0.1325,0.6575,0.3291,0.2966,0.4631,23.0,0.7776,1,521.0,-0.0593,8,159.0,0.0098,23.0,327.0,10,3.7,0.6644,0.7361,0.5798,0
TIC,Micro,Kinshasa,1.5,3,8567912.0,78,9154.0,0.7901,0.195,0.015,0.3375,0.5625,7095762.0,1472150.0,0.1718,944985.0,576952.0,581175.0,-4223.0,50779.0,0.5152,2.25,1.63,1.14,4,28.0,2,0.6728,63.0,46.0,0.5306,0.2865,0.792,0.8068,0.0065,0,0.5183,0.7244,0.5153,0.46,0.7516,0.7701,34.0,0.7886,0,123.0,0.7211,7,496.0,-0.0508,53.0,6.0,13,3.9,0.5711,0.6583,0.5189,1
Commerce,Petite,Kinshasa,6.8,6,12703842.0,75,14115.0,0.8392,0.1302,0.0306,0.2779,0.6103,7247411.0,5456431.0,0.4295,323811.0,1029731.0,972816.0,56915.0,510576.0,0.171,1.29,1.02,-0.34,3,31.0,2,0.8048,44.0,80.0,0.9808,0.5977,0.4802,0.8141,0.0494,0,0.7586,0.6411,0.9413,0.3607,0.5535,0.735,11.0,0.4598,1,2645.0,0.3273,5,237.0,-0.0414,33.0,145.0,10,2.6,0.565,0.8541,0.8069,0
Manufacture,Moyenne,Matadi,2.2,1,24182646.0,75,26870.0,0.8777,0.0956,0.0267,0.2198,0.5693,18720693.0,5461953.0,0.2259,1070864.0,1646854.0,1716411.0,-69557.0,907057.0,0.3526,0.76,2.0,2.4,1,35.0,7,0.504,67.0,60.0,0.9337,0.8486,0.4454,0.7046,0.1103,0,0.5559,0.5667,0.4919,0.1413,0.6144,0.3547,34.0,0.488,0,205.0,0.132,7,100.0,-0.1423,14.0,100.0,7,3.3,0.4766,0.4032,0.3961,0
